Compound	Class	nring	nrot	ndonr	naccr	dis1	dis2	dis3	0c	1c	2c	3cP	3cC	4cPC	3cCH	4cCH	5cCH	6cCH	0cv	1cv	2cv	3cvP	3cvC	4cvPC	3cvCH	4cvCH	5cvCH	6cvCH	nhyd	nhal	nhet	nhev	ncof	ncocl	ncoi	ncarb	nphos	nsulph	noxy	nnitro	1k	2k	3k	1ka	2ka	3ka	phi	Shev	Scar	Shet	Shal	S(1)	S(2)	S(3)	S(4)	S(5)	S(6)	S(7)	S(8)	S(9)	S(10)	S(11)	S(12)	S(13)	S(14)	S(15)	S(16)	S(17)	S(18)	S(19)	S(20)	S(21)	S(22)	S(24)	S(25)	S(26)	S(27)	S(28)	S(29)	S(30)	S(31)	S(32)	S(33)	S(34)	S(35)	S(36)	S(37)	S(38)	S(39)	S(40)	S(41)	S(42)	S(43)	S(51)	S(54)	S(55)	S(56)	S(57)	S(60)	S(80)	Wmol	Vmc	pi	ea	eb	q+	q-	m	h	SN	IP	A	mcp	cen	w	AS	VS	MS	PSA	Sapc	Sanc	Sapcw	Sancw	Svpc	Svnc	Svpcw	Svncw
Crotamiton	-1	1	3	0	1	10.5154	14.2423	19.3822	11.2591	7.2019	5.7637	4.6741	0.7436	1.9853	0	0	0	0.0833	9.5267	5.2014	3.369	2.2978	0.3406	0.7844	0	0	0	0.0278	17	0	2	15	0	0	0	13	0	0	1	1	13.0667	6.554	3.5	11.5045	5.3453	2.6877	4.0996	33.5	19.9608	13.5392	0	0	0	0	0	0	0	0	0	1.7291	3.1291	0	-0.2283	-0.3747	0	0	5.8456	0	0.6885	0	3.3603	7.9186	0	0	0	2.1114	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7661	0	0	0	0	0	0	0	0	0	0	203.2834	1.2772	0.1349	0.1279	0.1351	0.1536	0.3721	3.4771	4.7067	0.2125	9.0875	-0.3259	-4.3808	4.3808	45.1637	423.8394	249.9862	217.7676	17.1747	329.5268	94.3126	35.3193	17.9883	139.2792	110.7069	16.0107	19.5652
Cycloserine	-1	1	0	2	2	5.1645	7.0612	10.9717	5.276	3.3045	2.8855	2.2903	0.4714	1.1381	0	0	0.1179	0	3.6783	1.9772	1.3838	0.7724	0.1768	0.2549	0	0	0.0417	0	6	0	4	7	0	0	0	3	0	0	2	2	5.1429	1.8519	0.96	4.5465	1.4757	0.7025	0.9585	21.5	-0.4039	21.9039	0	0	0	0	6.5139	0	0	0	0	0	0	0	-0.6667	-1.2222	0	0	0	0	0.2905	0	0	0	-0.4583	0	0	0	0	0	5.1412	0	0	0	0	0	0	0	0	0	0	10.213	4.4444	0	0	0	0	0	0	0	0	0	102.0926	0.5579	0.1067	0.1352	0.1445	0.2951	0.3455	3.031	5.5432	0.1804	10.0274	-1.0589	-4.4843	4.4843	55.7325	238.7384	108.9381	102.6353	65.3032	152.7707	85.9677	25.7441	23.0973	56.9054	52.0327	10.269	11.859
Cytarabine	-1	2	2	4	6	10.8028	13.7885	19.0745	12.577	8.0409	7.3455	6.3954	1.3481	3.4332	0	0	0.0786	0.068	8.8011	5.0143	3.7711	2.6428	0.5191	1.0343	0	0	0.0454	0.0167	13	0	8	17	0	0	0	9	0	0	5	3	13.4321	5.3254	2.56	11.9896	4.4145	2.0257	3.1134	51.6667	-2.9886	54.6553	0	86.9319	6.6152	0	0	0	0	0	0	0	-1.0964	0	-27.4059	0	0	0	0	0	-0.4525	0	0	2.6817	-4.5769	0	0	-0.6409	0	0	0	5.3245	0	0	0	0	3.4784	0	0	1.0138	28.1537	11.5109	5.174	0	0	0	0	0	0	0	0	0	243.2188	1.1839	0.1407	0.1229	0.1393	0.2219	0.3507	6.3363	4.6707	0.2141	9.5127	0.1713	-4.842	4.842	54.7527	412.9177	239.6254	211.3985	119.1401	283.2059	129.7118	46.6061	40.6471	143.9483	95.6771	21.5964	26.8831
Dacarbazine	-1	1	3	2	4	9.1334	12.6253	18.7943	9.8449	6.1091	5.5701	3.689	1.0443	1.7274	0	0	0.1179	0	7.3518	3.5313	2.5007	1.1762	0.3707	0.3958	0	0	0.0323	0	10	0	7	13	0	0	0	6	0	0	1	6	11.0769	5.0242	3.3241	9.1703	3.6545	2.2558	2.5779	35.5	4.4846	31.0154	0	0	3.9828	0	0	0	0	0	0	0.3579	0	0	0	0	0	0	3.4242	0	0	0	1.3374	0	0	0	0.3535	0	0	0	0	0	0	0	0	13.7431	0	0	1.4917	0	0	10.752	0	0	0	0	0	0	0	0	0	0	182.1846	1.0159	0.1346	0.1191	0.1347	0.2652	0.4151	5.001	4.248	0.2354	9.0513	0.5552	-4.8032	4.8032	49.0032	371.6593	193.4875	179.46	90.5676	237.923	133.7363	37.7253	25.879	82.5824	110.9051	14.1368	16.794
Dactinomycin	-1	7	8	5	17	19.8603	27.6494	41.0296	66.9766	42.1016	40.5712	34.3946	8.2319	20.6087	0	0	0.2357	0.1481	54.1343	30.5275	25.5439	17.5232	4.4246	8.4235	0	0	0.1826	0.0479	86	0	28	90	0	0	0	62	0	0	16	12	77.3535	33.2377	17.3601	69.2373	27.8755	14.0623	21.4447	233.8333	-0.9527	234.7861	0	0	10.2723	0	0	0	0	0	0	0	2.2335	0	-5.9792	-2.7047	0	0	24.4983	0	0.8938	0	0	2.8185	-16.1709	0	-9.2312	-0.2515	0	0	0	6.5569	0	0	0	4.7898	0	0	0	0	0	187.0903	18.2972	0	0	0	0	0	0	0	0	0	1255.4322	5.2517	0.1926	0.1033	0.1346	0.2613	0.4269	12.7218	3.4559	0.2894	9.0468	2.1349	-5.5908	5.5908	54.0116	1338.6459	1184.6515	960.168	260.1932	1058.7285	279.9174	117.5609	76.1096	737.9136	446.7378	95.7342	107.3108
Danazol	-1	5	1	1	3	12.5805	16.7686	23.4594	17.4494	11.9116	11.9569	11.7269	0.8495	2.8253	0	0	0.19	0.1443	15.2165	9.7597	9.394	8.6655	0.6348	2.0995	0	0	0.0985	0.1153	27	0	3	25	0	0	0	22	0	0	2	1	17.1225	5.5104	2.1213	15.8515	4.8693	1.8258	3.0874	50.25	29.7265	20.5235	0	34.6236	0	0	0	0	0	6.6856	0	0	0.9354	0	-10.6721	0	1.0199	0	4.7123	0	7.4456	5.7753	2.2662	1.8999	1.8963	2.7744	1.548	2.2231	0	-0.8144	0	0	0	0	0	0	4.0164	0	0	0	11.0756	0	0	5.4316	0	0	0	0	0	0	0	0	337.4608	1.5057	0.1823	0.1206	0.1349	0.2256	0.3332	5.0361	4.3329	0.2308	9.0726	0.4068	-4.7397	4.7397	48.6695	528.169	358.3377	294.6632	41.3885	384.4214	143.7476	44.5401	19.1869	203.6815	154.6562	20.9895	22.9539
Dantrolene	-1	3	4	1	6	14.9353	17.6938	26.1127	16.397	11.0249	10.2493	8.2375	1.7285	3.6695	0	0	0.2141	0.0833	11.6314	6.5276	4.6615	3.0879	0.5106	0.8878	0	0	0.0735	0.0278	10	0	9	23	0	0	0	14	0	0	5	4	17.8112	7.92	4.5455	14.6008	5.8119	3.1367	3.6895	66.5	10.9399	55.5601	0	0	0	0	0	0	0	0	0	0	5.3088	0	0	-0.2999	0.9927	0	0	0	-0.1337	0	1.3126	9.2225	0	0	-0.5894	1.5462	0	0	0	0	0	0	0	3.8616	0	0	0.5028	0	0	43.5691	0	5.5295	0	0	0	0	0	0	0	0	314.2568	1.5764	0.187	0.1072	0.1403	0.2854	0.3761	6.5331	3.9345	0.2542	9.6122	1.7431	-5.6776	5.6776	63.4157	531.2647	294.1382	273.9422	104.6289	257.0165	274.2481	45.7432	68.4163	124.152	169.9863	22.6649	33.1115
Dapsone	-1	2	2	2	2	10.8655	14.4023	19.7887	12.4663	7.998	7.735	6.1361	0.866	1.9688	0	0	0	0.1667	9.8147	6.4448	5.5912	4.1663	0.6007	1.2311	0	0	0	0.0556	12	0	5	17	0	0	0	12	0	1	2	2	13.4321	5.3254	3.0625	11.3485	4.0263	2.1865	2.6878	45.5833	13.6831	31.9002	0	0	13.9342	0	0	0	0	0	0	0	3.6566	0	0	0	0	0	0	0	0	0	0	12.1873	0	0	0	1.4958	0	0	0	11.0343	0	0	0	0	0	0	0	0	0	24.3495	0	0	0	0	0	-3.4836	0	0	0	0	248.299	1.3829	0.1597	0.1147	0.1328	0.231	0.8891	8.0063	3.9372	0.254	8.865	0.9907	-4.9279	4.9279	47.805	437.797	248.0445	226.8288	88.5442	304.0001	133.7969	55.5838	76.5474	157.2355	90.809	50.6576	46.8155
Delavirdine	-1	4	6	3	4	15.8188	20.3786	26.9483	22.8801	15.1925	15.0674	11.0117	1.9409	4.3352	0	0	0.0962	0.2347	19.2384	12.4493	10.0606	5.8582	0.9911	1.743	0	0	0.0361	0.0956	28	0	10	32	0	0	0	22	0	1	3	6	25.1037	10.7266	6.576	21.8178	8.619	5.0993	5.8765	75.4167	25.1489	50.2678	0	0	14.3683	0	0	0	0	0	0	0	4.3178	0	-2.1839	0	0.8669	0	5.2892	0	2.5654	0	1.7648	10.8791	0.3018	0	0.4907	3.9273	0	0	0	0	0	0	0	9.0415	4.5509	0	2.1973	0	0	36.0096	0	0	0	0	0	-3.3602	0	0	0	0	456.5616	2.211	0.1696	0.1094	0.1317	0.2596	0.8853	6.1326	3.6176	0.2764	8.7565	1.5213	-5.1389	5.1389	47.7669	708.2141	456.0645	397.468	112.3489	484.6071	223.607	67.7049	94.4002	264.433	191.6315	63.5901	58.8907
Demeclocycline	-1	4	2	6	8	13.6587	19.4282	27.8728	23.8589	14.8499	14.9335	13.4875	2.8582	7.5842	0	0	0	0.164	17.7905	10.0718	8.8758	6.9733	1.422	3.2094	0	0	0	0.092	21	1	11	32	0	1	0	21	0	0	8	2	25.1037	8.5873	3.4483	22.7432	7.2873	2.8213	5.1793	95.5278	-10.0605	105.5883	6.1736	178.4782	0	0	0	0	0	0	0	0	-3.0523	0	-23.2976	0	0	0	3.0251	0	-0.2372	0	0	2.4487	-4.9745	0	-5.3673	-0.8805	0	-2.7654	0	0	0	0	0	0	0	1.4191	0	0	54.4439	38.2938	0	0	0	0	0	0	0	0	6.1736	0	464.8585	1.9139	0.1764	0.1167	0.1386	0.3013	0.4363	4.2404	4.3257	0.2312	9.4418	0.7904	-5.1161	5.1161	56.6107	602.0718	404.6128	347.1911	148.5378	362.4757	239.5961	58.6976	52.6297	207.0645	197.5483	33.4875	41.1402
Desmopressin	-1	4	20	14	13	23.5694	33.7821	53.5222	54.3207	35.1954	32.0509	23.475	5.4974	9.9237	0	0	0.1179	0.1854	41.9883	26.0747	20.0018	13.9478	1.9058	3.3553	0	0	0.0913	0.0599	64	0	28	74	0	0	0	46	0	2	12	14	66.5114	35.6708	25.1393	59.1053	29.9084	20.5309	23.8885	204.5	-5.9401	210.4401	0	31.6848	25.7033	0	0	0	0	0	0	0	0.3014	0	-14.0222	-8.5684	0	0	0	0	-1.7619	0	0	14.4168	-9.9143	0	-0.3201	1.0839	0	0	0	12.7373	0	0	0	2.5899	0	0	0	0	9.8958	147.7786	0	0	0	0	0	0	2.1845	0	0	0	1069.2182	5.5878	0.1411	0.1013	0.1311	0.2644	0.4708	6.2211	3.1823	0.3142	8.6958	2.3311	-5.5135	5.5135	48.369	1419.0602	1100.535	908.7881	440.3289	1027.505	391.5552	159.4039	137.9527	678.5187	422.0163	106.6654	120.9449
Desonide	-1	5	2	2	6	13.4904	18.988	26.1908	21.6899	13.9828	14.8821	12.9529	1.3673	3.6335	0	0	0.1311	0.1463	18.1818	11.1285	10.8727	9.0464	0.7812	2.2505	0	0	0.083	0.105	32	0	6	30	0	0	0	24	0	0	6	0	21.8253	6.7586	2.7335	20.5565	6.1238	2.4285	4.1961	71.1667	12.1613	59.0054	0	67.9842	0	0	0	0	0	0	0	1.4312	0	0	-18.2889	-4.3427	0	0	7.7875	0	2.163	0	5.3481	0	-0.7764	0	0.7725	0	0	-3.1335	0	0	0	0	0	0	0	0	0	0	21.3239	25.1238	12.5577	0	0	0	0	0	0	0	0	0	416.5132	1.8056	0.173	0.1229	0.1435	0.2096	0.3335	7.9719	4.879	0.205	9.932	0.174	-5.053	5.053	62.2865	592.3079	425.7855	339.1385	83.388	442.979	149.3289	51.8054	39.8605	257.0224	168.7631	28.9227	34.9849
Desoximetasone	-1	4	1	2	5	12.2569	17.1886	24.0349	19.9912	12.4252	13.1637	12.6905	1.3656	3.4832	0	0	0.0589	0.1346	16.4588	9.9726	9.724	8.7593	0.8033	2.0234	0	0	0.0589	0.0942	29	1	5	27	1	0	0	22	0	0	4	0	20.28	6.0096	2.2272	19.0068	5.3835	1.9483	3.7897	69.3333	5.7894	63.544	16.8266	73.1095	0	0	0	0	0	0	0	1.2259	0	0	-19.8328	-2.2205	0	0	6.8683	0	1.7037	0	4.5381	0	-2.2634	0	0.2997	0	0	-5.3571	0	0	0	0	0	0	0	0	0	0	22.4645	24.2529	0	0	16.8266	0	0	0	0	0	0	0	376.4671	1.5336	0.1741	0.1176	0.1477	0.2233	0.3442	3.0844	4.8233	0.2073	10.3555	0.7089	-5.5322	5.5322	73.8104	521.9265	376.1053	295.5931	61.4049	355.329	166.5975	38.3424	40.8151	208.7753	167.33	23.2129	32.7886
Dexrazoxane	-1	2	3	2	4	11.1031	13.1009	23.5122	13.9912	8.9356	8.674	6.001	1.7612	2.6333	0	0	0	0.1361	10.6403	6.0556	4.8663	3.1313	0.7585	1.2122	0	0	0	0.0559	16	0	8	19	0	0	0	11	0	0	4	4	15.39	6.6352	4.5	13.6275	5.4525	3.5816	3.9108	54.5	1.5602	52.9398	0	0	0	0	0	0	0	0	0	0	0	0	-0.3675	-1.0139	0	0	1.864	0	1.079	0	0	0	-0.0892	0	0	0	0	0	0	0	0	0	0	0	0	3.4454	0	0	0	45.0391	0	0	0	0	0	0	0	0	0	0	268.2718	1.3066	0.1452	0.1242	0.1491	0.2576	0.3382	2.188	5.2231	0.1915	10.4939	0.0476	-5.2707	5.2707	72.551	446.1797	268.1727	233.2343	93.6921	261.4794	184.7003	40.5111	58.8147	154.2191	113.9536	25.82	28.9137
Dextromethorphan	-1	4	1	0	1	10.5124	16.8516	21.5223	13.7423	9.7431	8.9549	8.4514	0.9783	2.765	0	0	0	0.2276	12.692	8.1212	7.0336	6.3215	0.6481	1.8101	0	0	0	0.163	25	0	2	20	0	0	0	18	0	0	1	1	13.6484	5.0253	1.9608	12.8488	4.5723	1.7441	2.9374	34.9167	26.7852	8.1315	0	0	0	0	0	0	0	0	0	0	3.2161	0	-0.4309	-0.1181	0	0	4.1208	0	9.4845	0	0	6.8298	1.6385	0	0	4.2558	0	0.4559	0	0	0	0	0	0	0	2.6264	0	0	0	0	5.5051	0	0	0	0	0	0	0	0	0	271.4016	1.2698	0.1825	0.1291	0.1316	0.1474	0.2282	1.9815	4.5973	0.2175	8.7459	-0.4488	-4.1486	4.1486	39.5612	472.7831	299.6354	255.54	13.6993	412.9037	59.8794	36.4133	9.344	187.9304	111.705	16.6927	14.9211
Diclofenamide	-1	1	2	2	4	9.166	14.1527	16.7071	12.7236	7.0317	8.3433	5.0641	0.6903	2.2759	0	0	0	0.0556	10.6597	7.4276	6.6837	4.3453	0.6863	1.9595	0	0	0	0.0208	6	2	10	16	0	2	0	6	0	2	4	2	14.0625	4.3491	3.25	13.1065	3.8076	2.8001	3.119	56.7222	-0.0022	56.7244	11.1323	0	15.4339	0	0	0	0	0	0	0	1.4601	0	0	0	0	0	0	0	0	0	0	1.6873	0	0	0	-1.6894	0	0	0	9.6549	0	0	0	0	0	0	0	0	0	44.2003	0	0	0	0	0	-8.2631	0	0	11.1323	0	305.1504	1.5654	0.1231	0.1038	0.1514	0.2107	0.8954	3.9442	4.316	0.2317	10.718	2.086	-6.402	6.402	88.4479	420.7737	239.1952	217.6695	126.6012	251.7159	169.0578	40.2266	139.2908	153.9091	85.2861	76.2665	65.7497
Dicloxacillin	-1	4	4	2	6	13.4149	18.2036	26.1911	21.9553	14.0414	14.1983	11.6591	2.3064	5.8776	0	0.1111	0.1643	0.068	18.4313	10.6217	10.1936	7.4524	1.1717	2.8619	0	0.0745	0.1141	0.0241	17	2	11	30	0	2	0	19	0	1	5	3	23.168	8.4083	3.8656	21.1731	7.263	3.2397	5.126	80.3056	6.4403	73.8652	12.4997	32.0982	0	0	0	0	0	0	0	0	2.4536	0	-5.1262	-0.2405	0	0	5.1013	0	0	0	0	4.8994	-2.275	0	-1.0707	1.4845	0	-0.6855	0	0	0	0	0	0	3.9407	0	0	0	0	46.8718	0	5.2031	0	0	0	0	1.343	0	12.4997	0	470.3264	2.2762	0.14	0.1197	0.1362	0.2578	0.3611	4.8113	4.3522	0.2298	9.1973	0.4929	-4.8451	4.8451	51.084	642.8387	427.3503	368.7339	126.6745	411.5856	231.2531	44.2412	40.636	236.9729	190.3774	27.923	31.6717
Dicoumarol	-1	4	2	2	6	12.4263	16.0988	22.4099	17.5517	12.0586	11.1244	9.9923	1.734	4.7804	0	0	0	0.2574	12.8533	7.5338	5.6025	4.1077	0.6341	1.4141	0	0	0	0.0811	12	0	6	25	0	0	0	19	0	0	6	0	18.3673	7.5526	3.453	15.6174	5.8725	2.5354	3.6685	67.1667	11.5682	55.5985	0	68.0265	0	0	0	0	0	0	0	0	-0.2405	0	0	-2.116	0	0	0	0	-0.3075	0	0	13.0353	0	0	-2.336	1.1765	0	0	0	0	0	0	0	0	0	0	0	0	20.8248	24.4072	10.3664	0	0	0	0	0	0	0	0	0	336.3002	1.5676	0.1845	0.1167	0.1367	0.2281	0.2681	1.4938	4.2295	0.2364	9.254	0.7949	-5.0245	5.0245	53.3879	505.2864	308.9799	274.4429	83.2454	298.7219	206.5645	49.0448	36.6537	138.5573	170.4227	24.4842	29.043
Dicycloverine	-1	2	8	0	2	11.3237	16.9353	22.9283	15.8387	10.7255	8.6432	7.5883	0.5526	1.595	0	0	0	0.1905	14.7406	9.6221	7.2145	6.0741	0.3441	1.0209	0	0	0	0.1905	35	0	3	22	0	0	0	19	0	0	2	1	18.3403	9.3333	4.75	17.9363	9.0248	4.5517	7.3578	41.75	20.7008	21.0492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3253	0	15.7959	0	0	0	0.5857	0	0.1308	0	0	-0.137	0	0	0	0	0	0	0	2.3209	0	0	0	12.9367	5.7916	0	0	0	0	0	0	0	0	0	309.491	1.7134	0.1385	0.1389	0.1405	0.1086	0.3603	2.5405	5.5263	0.181	9.6316	-1.421	-4.1053	4.1053	46.5686	560.8245	381.9289	313.2554	21.8611	528.7457	32.0788	42.522	7.9966	261.0876	120.8413	23.1469	20.7705
Dienestrol	-1	2	3	2	2	12.8027	15.1556	23.0425	14.5352	9.6514	8.1841	6.8248	1.1828	2.7227	0	0	0	0.1667	11.6679	6.572	4.4984	3.2241	0.4601	1.0106	0	0	0	0.0556	18	0	2	20	0	0	0	18	0	0	2	0	16.3719	7.852	4.25	14.2534	6.328	3.2515	4.5098	46	27.2147	18.7853	0	57.7478	0	0	0	0	0	0	0	0.7559	-5.7292	0	0	-1.417	0	0	3.9843	0	0	0	4.1003	14.3235	0	0	2.1911	2.6154	0	0	0	0	0	0	0	0	0	0	0	0	18.7853	0	0	0	0	0	0	0	0	0	0	0	266.339	1.5445	0.1607	0.1278	0.1328	0.2253	0.2601	2.281	4.5891	0.2179	8.8578	-0.3205	-4.2686	4.2686	41.8097	503.6021	303.7818	269.7726	38.9189	371.5357	132.0664	48.1032	27.2539	151.3606	152.4212	19.1905	22.7971
Diethylstilbestrol	-1	2	4	2	2	12.7256	15.1304	22.2028	14.5352	9.6514	8.1841	6.8248	1.1828	2.7227	0	0	0	0.1667	11.9274	6.9613	4.758	3.5029	0.4925	1.1601	0	0	0	0.0556	20	0	2	20	0	0	0	18	0	0	2	0	16.3719	7.852	4.25	14.5079	6.5068	3.366	4.72	45	26.1786	18.8214	0	57.7839	0	0	0	0	0	0	0	0	-5.3887	0	-1.127	-1.4936	0	0	4.2743	0	1.8508	0	0	14.664	0	0	2.5522	2.8372	0	0	0	0	0	0	0	0	0	0	0	0	18.8214	0	0	0	0	0	0	0	0	0	0	0	268.3548	1.5456	0.1567	0.1279	0.1335	0.2253	0.2602	2.2665	4.6294	0.216	8.9334	-0.3254	-4.304	4.304	42.879	496.0039	311.4204	267.8464	38.9176	373.7481	122.2558	45.7864	25.6653	165.6014	145.819	19.3794	22.2266
Diflorasone	-1	4	2	3	7	13.581	16.0169	25.6543	21.5685	13.3739	13.8635	13.5005	1.4903	3.9424	0	0	0.0589	0.127	16.8613	10.2039	9.8438	8.7788	0.8318	2.0924	0	0	0.0589	0.0875	28	2	7	29	2	0	0	22	0	0	5	0	22.2031	6.7478	2.5007	20.8175	6.0488	2.1885	4.3421	82.6667	-5.6601	88.3268	32.0958	103.8087	0	0	0	0	0	0	0	0.8799	0	0	-24.8334	-5.3427	0	0	4.8194	0	-0.9965	0	3.7021	0	-5.2158	0	-1.1204	0	0	-6.8489	0	0	0	0	0	0	0	0	0	0	31.8815	24.3495	0	0	32.0958	0	0	0	0	0	0	0	410.457	1.7001	0.1679	0.1216	0.1443	0.2243	0.3379	10.1482	4.8518	0.2061	10.0108	0.3073	-5.159	5.159	64.5663	552.7026	398.1637	314.9198	81.9494	371.386	181.3166	46.9274	42.1697	220.3321	177.8316	26.822	35.7739
Diiodohydroxyquinoline	-1	2	0	1	2	8.1435	11.216	16.5712	9.4223	6.1984	5.6616	4.9222	0.936	2.5114	0	0	0	0.1287	10.7748	5.7736	4.9128	3.4838	0.9159	1.814	0	0	0	0.0396	5	2	4	13	0	0	2	9	0	0	1	1	9.551	3.63	1.6461	9.5991	3.66	1.6634	2.7025	29.5733	11.3734	18.1999	4.3477	30.2793	0	0	0	0	0	0	0	0	0.7965	0	0	0	0	0	0	0	0	0	0	7.4637	0	0	0	2.2294	1.6804	0	0	0	0	0	0	0	4.1428	0	0	0	9.7094	0	0	0	0	0	0	0	0	0	0	4.3477	396.9536	1.0994	0.1687	0.1129	0.1349	0.2372	0.3373	1.4957	3.9475	0.2533	9.0741	1.179	-5.1266	5.1266	51.8736	360.2109	193.4721	180.2682	28.2537	257.8727	102.3382	37.5366	14.5685	114.4329	79.0392	16.1322	11.3711
Dirithromycin	-1	4	12	5	14	22.4515	32.0519	43.0544	43.4905	27.0192	26.2688	21.629	3.6288	9.4228	0	0	0	0.1592	37.5833	21.3524	18.5768	13.4538	2.2635	4.9598	0	0	0	0.0825	78	0	16	58	0	0	0	42	0	0	14	2	50.6428	21.1191	11.7806	49.7226	20.5027	11.3741	17.5766	133.5833	9.8681	123.7153	0	156.1289	0	0	0	4.8332	0	0	0	0	0	0	-61.702	-1.4136	0	0	25.0724	0	2.1037	0	0	0	-12.3945	0	-0.6398	0	0	-4.2738	0	0	3.5853	0	0	0	0	1.9376	0	0	47.9552	14.5063	55.7309	0	0	0	0	0	0	0	0	0	835.0832	4.0491	0.1444	0.1349	0.1369	0.2397	0.352	8.276	5.1503	0.1942	9.2703	-1.0302	-4.1201	4.1201	43.7129	1084.5623	908.9442	698.44	181.4013	895.9767	188.5856	76.672	44.1266	576.8111	332.1331	53.0777	70.0191
Disulfiram	-1	0	9	0	0	11.69	15.5829	25.6352	12.552	7.5993	5.6851	4.7843	0.8047	2.2357	0	0	0	0	13.6218	8.49	6.44	5.959	0.8944	2.7652	0	0	0	0	20	0	6	16	0	0	0	10	0	4	0	2	16	9.0741	5.7778	17.32	10.2618	6.7464	11.1084	32.3333	14.138	18.1954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.4593	0	3.837	0	0	0	1.8417	0	0	0	0	0	0	0	0	0	0	0	0	4.3291	0	0	0	0	0	0	0	0	10.6822	0	3.1841	0	0	0	296.5214	1.9522	0.1342	0.101	0.1263	0.1376	0.3237	2.4042	2.9262	0.3417	8.2119	2.3595	-5.2857	5.2857	40.877	503.2033	324.4868	277.6891	107.2318	396.8639	106.3394	41.4619	30.7025	188.3625	136.1244	21.6915	30.5892
Docusate_sodium	-1	3	7	0	5	14.6538	21.7846	27.6471	19.2254	13.0249	11.7961	8.6751	1.8359	3.0403	0	0	0	0.2687	15.0858	8.504	6.013	3.9336	0.6419	1.1244	0	0	0	0.0804	19	0	5	27	0	0	0	22	0	0	4	1	21.7027	10.6838	6.5	18.6354	8.4881	4.9383	5.8585	65	28.0468	36.9532	0	0	0	0	0	0	0	0	0	0	10.4712	0	0	-0.6908	0	0	2.7406	0	0	0	0	22.2375	-0.1074	0	-0.7128	3.889	0	0	0	0	0	0	0	0	4.5027	0	0	0	0	22.2303	10.2201	0	0	0	0	0	0	0	0	0	361.3964	1.901	0.1665	0.1246	0.1345	0.1638	0.3427	2.8313	4.5143	0.2215	9.0326	0.004	-4.5183	4.5183	46.0803	626.5503	372.8197	336.2721	53.7803	424.7903	201.76	56.4728	40.39	175.8114	197.0083	24.7624	31.9689
Dorzolamide	-1	2	3	2	4	10.9928	15.1073	21.6587	14.4223	8.6749	9.3116	6.9837	0.7691	2.6302	0	0	0.0962	0.0393	13.0308	9.7229	9.9567	8.4815	1.4934	3.7141	0	0	0.0884	0.0722	16	0	9	19	0	0	0	10	0	3	4	2	15.39	5.0801	2.7412	14.6352	4.6535	2.4694	3.5845	54.8333	5.9184	48.9149	0	0	7.886	0	0	4.5379	0	0	0	0	0.8925	0	-1.5861	-0.6667	0	0	3.5549	0	1.1125	0	0	1.381	-0.6793	0	0	0.5493	0	0	0	5.0788	3.1802	0	0	0	0	0	0	0	0	47.2438	0	0	0	0	0	-7.3296	0	0.7416	0	0	324.4274	1.7208	0.1493	0.1041	0.1444	0.2096	0.9312	4.2113	3.9796	0.2513	10.0181	2.059	-6.0386	6.0386	72.556	494.5178	296.1364	264.8217	140.0622	323.4896	171.0281	73.3919	133.2263	169.3166	126.8198	97.3439	72.1394
Doxycycline	-1	4	2	6	8	13.6588	19.6465	28.1143	23.8589	14.8667	14.8525	13.4668	2.7934	7.5759	0	0	0	0.1692	17.6042	10.0157	8.7921	6.9958	1.4044	3.3181	0	0	0	0.0898	24	0	10	32	0	0	0	22	0	0	8	2	25.1037	8.5873	3.3704	22.4634	7.138	2.6868	5.0108	93.5833	-6.5363	100.1196	0	180.0327	0	0	0	0	0	0	0	0	-3.5966	0	-27.3324	0	0	0	4.6519	0	0	0	0	4.438	-6.0377	0	-5.3468	-0.02	0	-2.8948	0	0	0	0	0	0	0	1.372	0	0	55.0337	38.446	0	0	0	0	0	0	0	0	0	0	444.4402	1.8582	0.1807	0.1187	0.1376	0.2999	0.4366	4.7317	4.3758	0.2285	9.3408	0.5891	-4.965	4.965	53.9339	593.7365	406.5539	343.8159	149.0591	414.7151	179.0214	63.5021	49.0408	228.7439	177.81	35.3129	42.7791
Dyclonine	-1	2	8	0	2	16.8785	19.8233	30.818	14.916	10.292	8.3353	6.6671	0.8106	1.8862	0	0	0	0.1854	13.1442	8.2776	5.8019	4.0467	0.3817	0.7856	0	0	0	0.1068	27	0	3	21	0	0	0	18	0	0	2	1	17.3554	9.904	6.3281	16.1852	8.9565	5.5994	6.903	42.5	22.2854	20.2146	0	0	0	0	0	0	0	0	0	0	3.7953	0	-0.4726	-0.1025	0	0	2.1463	0	10.6536	0	0	7.5905	0	0	0.2367	1.6582	0	0	0	0	0	0	0	0	0	2.4064	0	0	0	12.1915	5.6168	0	0	0	0	0	0	0	0	0	289.4168	1.6966	0.1471	0.1224	0.137	0.158	0.3059	3.8764	4.5302	0.2207	9.283	0.2225	-4.7527	4.7527	51.1658	586.9667	352.4927	312.8871	27.6951	491.4664	95.5002	46.3059	18.522	217.0896	135.4031	21.5591	21.8143
